hidden_size,batch_size,learning_rate,step,train_loss,valid_loss,valid_nse,file_name,normalization,seq_length
64,512,0.01,13,0.113576621,0.019569928,-0.784987807,HPC_training_zscore_norm_hidden_size64_batch_size512_learning_rate001_2712_154705,training_zscore,36
64,512,0.01,14,0.111811832,0.019200902,-0.738108814,HPC_training_zscore_norm_hidden_size64_batch_size512_learning_rate001_2712_154705,training_zscore,36
64,512,0.01,15,0.107883818,0.019249756,-0.792912662,HPC_training_zscore_norm_hidden_size64_batch_size512_learning_rate001_2712_154705,training_zscore,36
128,512,0.001,1,0.14210929,0.015340463,-0.883243799,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,2,0.111845285,0.014526147,-0.794538617,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,3,0.097011723,0.013435569,-0.733632445,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,4,0.081295975,0.018266279,-0.806474745,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,5,0.070894912,0.020718763,-1.030597448,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,6,0.06236719,0.016353358,-0.755794287,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,7,0.054861028,0.014479517,-0.762122214,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,8,0.04512893,0.017192258,-0.8147012,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,9,0.040839672,0.016688408,-0.745325148,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,10,0.038897451,0.017321993,-0.742958069,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,11,0.036750618,0.016471952,-0.894111872,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,12,0.03393434,0.0157724,-0.747371316,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,13,0.0305721,0.015837522,-0.733254015,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,14,0.030304285,0.015635459,-0.74090302,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,15,0.028223718,0.017992206,-0.862023771,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_162351,training_zscore,36
128,512,0.001,1,0.139633283,0.015520235,-0.76627636,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,2,0.111365117,0.018726194,-0.955751538,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,3,0.093584701,0.016175678,-0.691003501,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,4,0.084226593,0.014265681,-0.740801334,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,5,0.072483718,0.018176541,-0.81945461,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,6,0.062346064,0.015819967,-0.735972285,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,7,0.054976474,0.015709184,-0.72622484,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,8,0.04674321,0.015193656,-0.729234457,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,9,0.042255521,0.01404471,-0.765120625,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,10,0.037243385,0.018158238,-0.779935122,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,11,0.036422729,0.017191298,-0.762442708,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,12,0.035631012,0.013895485,-0.723320484,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,13,0.03197252,0.015109803,-0.806632996,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,14,0.030307211,0.014604372,-0.721525967,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,15,0.028832121,0.014790664,-0.836000383,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_174943,training_zscore,36
128,512,0.001,1,0.144609138,0.01645489,-0.752031147,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,2,0.110377684,0.014610898,-0.742684007,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,3,0.094726034,0.01439362,-0.722315788,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,4,0.082354404,0.018204318,-0.768023372,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,5,0.075364381,0.016399814,-0.770400703,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,6,0.067378908,0.018213442,-0.772642851,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,7,0.057952173,0.020816861,-0.780193508,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,8,0.052891903,0.017980043,-0.840281188,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,9,0.045792911,0.016732356,-0.726948261,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,10,0.042693559,0.016003713,-0.719520628,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,11,0.037561085,0.017764116,-0.810524046,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,12,0.037115935,0.018601207,-1.3496176,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,13,0.033493631,0.015800558,-0.76842463,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,14,0.029872587,0.017159441,-0.968769312,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,15,0.029396465,0.020189947,-1.558250785,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_191511,training_zscore,36
128,512,0.001,1,0.142890126,0.015692648,-0.796961963,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,2,0.112883158,0.013709327,-0.770828128,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,3,0.099052407,0.015610048,-0.889147997,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,4,0.086544737,0.016838044,-0.801171303,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,5,0.075753279,0.015425337,-0.785609901,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,6,0.063807733,0.015806569,-0.754948676,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,7,0.056883894,0.019089147,-0.812962294,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,8,0.049465109,0.016218482,-0.875379086,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,9,0.044829927,0.018034799,-0.810577393,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,10,0.039941385,0.020249572,-0.893565476,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,11,0.037419531,0.02495903,-1.024340153,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,12,0.034803085,0.017621949,-0.839558244,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,13,0.033675596,0.01622857,-0.825462162,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,14,0.032516003,0.01563994,-0.748891175,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,15,0.030089028,0.018759167,-0.765177488,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_204055,training_zscore,36
128,512,0.001,1,0.145062357,0.014150923,-0.77305162,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,2,0.112219386,0.013545179,-0.799464583,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,3,0.097852133,0.015858997,-0.727208197,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,4,0.082906246,0.015317895,-0.744450331,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,5,0.074064188,0.016879203,-0.73067075,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,6,0.06412188,0.014855389,-0.78966713,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,7,0.055887759,0.017093651,-0.822606206,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,8,0.048256688,0.016240772,-0.792307675,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,9,0.047144622,0.015875382,-0.788948178,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,10,0.041344337,0.017444199,-1.051155925,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,11,0.038946334,0.01895535,-0.817409992,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,12,0.034913551,0.022009611,-1.228299618,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,13,0.032354031,0.017356781,-0.861346602,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,14,0.031922445,0.017629007,-0.978857279,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
128,512,0.001,15,0.029860636,0.017528638,-0.819821119,Best_HPC_training_zscore_norm_ensemble_hidden_size128_batch_size512_learning_rate0001_2812_220640,training_zscore,36
256,512,0.001,1,0.135674432,0.015912209,-0.791840017,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,2,0.111345828,0.014206926,-0.820961654,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,3,0.096895695,0.013570485,-0.730857909,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,4,0.081312276,0.01456707,-0.690881371,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,5,0.072032847,0.017437002,-0.77234298,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,6,0.06103893,0.020662278,-0.795256138,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,7,0.051030561,0.0386413,-8.278292656,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,8,0.043396372,0.017766362,-0.770901263,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,9,0.038415704,0.016855802,-0.970253885,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,10,0.034870796,0.015909508,-1.0343256,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,11,0.033013642,0.014799708,-0.774090707,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,12,0.028772892,0.018136671,-1.536664009,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,13,0.028267723,0.015753876,-0.726342857,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,14,0.02604329,0.017729832,-1.024527311,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,15,0.023611737,0.016011326,-0.732219636,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2812_233440,training_zscore,36
256,512,0.001,1,0.139002055,0.01743798,-0.920524836,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,2,0.113721393,0.01486601,-0.712930739,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,3,0.10002441,0.014786853,-0.751207888,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,4,0.085330814,0.014492243,-0.775661826,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,5,0.07499335,0.019318728,-0.774848223,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,6,0.065708004,0.017900649,-0.788209498,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,7,0.054202106,0.017856505,-0.774924636,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,8,0.048637349,0.015745766,-0.728708804,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,9,0.042609561,0.0164777,-0.719228387,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,10,0.037870206,0.016684378,-0.721590281,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,11,0.032999054,0.01414384,-0.701442778,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,12,0.030252058,0.016462941,-0.729998708,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,13,0.026929105,0.015221604,-0.703591824,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,14,0.025080912,0.01494038,-0.8249951,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,15,0.024601564,0.016277462,-0.777686596,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_033901,training_zscore,36
256,512,0.001,1,0.138291851,0.01620152,-0.728926122,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,2,0.110299505,0.015233027,-0.78389293,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,3,0.093234539,0.013565906,-0.727430224,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,4,0.083271407,0.017777031,-0.805738628,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,5,0.073010974,0.020339089,-0.77032423,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,6,0.061213236,0.016128721,-0.747787893,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,7,0.050672635,0.017280819,-0.747965038,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,8,0.043955222,0.019276861,-0.752619803,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,9,0.042180903,0.016297096,-0.816367745,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,10,0.037478913,0.017172288,-0.757020056,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,11,0.033362277,0.016711844,-0.752438903,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,12,0.031753797,0.017744858,-0.776492059,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,13,0.028775794,0.015687315,-0.748641253,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,14,0.027337234,0.015802523,-0.744414985,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,15,0.026017744,0.018208556,-0.854158044,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_101027,training_zscore,36
256,512,0.001,1,0.137620658,0.017837686,-0.915419102,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,2,0.113560393,0.018503329,-0.895580888,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,3,0.097858988,0.014872244,-0.72313118,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,4,0.08486148,0.015272386,-0.752836883,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,5,0.073188342,0.016382074,-0.718574107,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,6,0.065229811,0.016005529,-0.72562623,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,7,0.053176612,0.015833341,-0.728333294,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,8,0.047011655,0.013636984,-0.706976414,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,9,0.042756416,0.016157605,-0.693105817,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,10,0.037451424,0.015664635,-0.724396825,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,11,0.032197371,0.017204992,-0.717791677,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,12,0.031419519,0.01901542,-0.790862262,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,13,0.030292355,0.014734524,-0.68697226,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,14,0.028061809,0.014754258,-0.683653653,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
256,512,0.001,15,0.025720602,0.016200202,-0.763119996,Best_HPC_training_zscore_norm_ensemble_hidden_size256_batch_size512_learning_rate0001_2912_164318,training_zscore,36
16,2048,1,1,0.530098557,0.076024957,-7.765122414,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,2,0.484937638,0.067456484,-4.63711977,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,3,0.456438124,0.06063794,-2.434979916,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,4,0.431844383,0.055392973,-1.733548045,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,5,0.413340986,0.051525205,-1.80862987,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,6,0.396317035,0.048246522,-1.852287292,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,7,0.384461641,0.045478102,-0.982305348,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,8,0.371683449,0.043041036,-1.709754109,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,9,0.360693455,0.041193414,-2.464519024,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,10,0.352943867,0.039362252,-1.576743484,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,11,0.341569573,0.037837714,-1.562518239,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,12,0.333497345,0.03625026,-1.44640398,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,13,0.326864421,0.03496987,-1.100597143,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,14,0.315577298,0.033708982,-0.920571029,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,1,15,0.309600115,0.032914739,-2.625191689,Try_hidden_size16_seq_length144_learning_rate00001_1712_213020,no_norm,144
16,2048,5,1,0.453007162,0.048494555,-2.026389837,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,2,0.359090328,0.036555659,-1.981204867,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,3,0.311468273,0.030430561,-1.099755168,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,4,0.27580139,0.029232049,-1.058808088,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,5,0.251221597,0.025297539,-0.935063243,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,6,0.229724124,0.023655159,-0.793750226,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,7,0.20739606,0.022207709,-0.594483852,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,8,0.192450568,0.022471935,-0.912260771,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,9,0.182495892,0.023486182,-0.939117134,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,10,0.162326083,0.023371305,-1.800702572,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,11,0.154508218,0.026213264,-1.642276287,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,12,0.142702818,0.033001646,-2.453228235,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,13,0.131839603,0.028794164,-3.060237885,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,14,0.12530987,0.030062547,-2.283582211,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,5,15,0.117971294,0.036937218,-2.131980658,Try_hidden_size16_seq_length144_learning_rate00005_1712_202417,no_norm,144
16,2048,1,1,0.427766979,0.04257071,-2.616908073,Try_hidden_size16_seq_length144_learning_rate0001_1712_191835,no_norm,144
16,2048,1,2,0.325104743,0.031664118,-2.592619896,Try_hidden_size16_seq_length144_learning_rate0001_1712_191835,no_norm,144
16,2048,1,3,0.261671185,0.026249491,-1.691403747,Try_hidden_size16_seq_length144_learning_rate0001_1712_191835,no_norm,144
16,2048,1,4,0.219329983,0.023324974,-1.522347927,Try_hidden_size16_seq_length144_learning_rate0001_1712_191835,no_norm,144
